FID	X	site_id	county	date	year	site_nm	trnsct_	mdw_wd_	emrgn__	sbmrg__	pont_nm	gps_lon	gps_lat	wtr_dp_	bttm_vs	sbstrt_	org_dp_	unvgtt_	ttl_cv_	stndn__	dtrts_p	variabl	Hydrc__	Phrgmt_	Phr____	Typh_ng	Typh_gl	Typ____	Typh_lt	Typh_s_	typh_cm	hyd_bin	typh_bn	UTM	NEAR_FID	NEAR_DIST	area	perimeter	glcwc_cwi_	glcwc_cwi1	other	usgs_quad	lk_basin	wetland_na	hgm_cls1	hgm_cls2	comments	x_centroid	y_centroid	hectares	nwi	wwi	owi	hwi	lowi	h_num	ditch_cons	dykes	dams	dredging	jetty	road_const	filled	marina	waste_sewa	geo_id	country	human_mod	MeanFetch	SD_Fetch	MeanREI	SD_REI
52	53	428	Macomb	9/19/2017	2017	Black Creek Area Wetland	3	0	25	110	9	-82.79626511	42.5827929	91	NV	Cly/Snd	9	40	60	5	100	percent_cover	0	0	0	3	55	0	0	0	55	0	1	17N	285	263.7292416	107807.7566	1364.359705	1629	1629	 	Mt. Clemens East	LSC	Black Creek Area Wetland	RCD	 	wetland is contiguous; residential development exists	844487.3254	4723423.869	10.78	T	F	F	T	F	8	T	T	F	T	T	T	T	T	F	428	USA	1	4031.298584	462.1387634	14542.52539	1777.868652
53	54	428	Macomb	9/19/2017	2017	Black Creek Area Wetland	3	0	25	110	10	-82.79621507	42.58276223	90	NV	Cly/Snd	15	46	54	10	90	percent_cover	0	0	0	30	5	0	0	0	5	0	1	17N	285	258.5363801	107807.7566	1364.359705	1629	1629	 	Mt. Clemens East	LSC	Black Creek Area Wetland	RCD	 	wetland is contiguous; residential development exists	844487.3254	4723423.869	10.78	T	F	F	T	F	8	T	T	F	T	T	T	T	T	F	428	USA	1	4031.298584	462.1387634	14542.52539	1777.868652
54	55	432	St. Clair	7/21/2015	2015	Bouvier Bay Wetland	2	47	17	0	8	-82.600705	42.647653	45	V	Or/Cl	5	0	100	1	10	percent_cover	0	0	0	0	0	15	0	0	15	0	1	17N	106	3957.667555	9303573.645	30274.5444	2264	2264	 	New Baltimore/Algonac/Marine City	SCR	Bouvier Bay Wetland	RCD	 	"river/wetland boundaries not exact bays, shores always changing; residential development exists"	859236.1963	4730461.06	930.36	T	F	F	T	F	12	T	T	F	T	T	T	T	T	F	432	USA	1	1044.206055	242.7233429	4969.871582	1706.491089
55	56	434	St. Clair	7/24/2012	2012	Dickenson Island Area Wetland	2	335	8	42	5	-82.640933	42.610478	0	Dry	Sand	1	0	1	60	95	percent_cover	0	0	0	1	0	0	0	0	0	0	0	17N	18	2654.251296	12633244.21	27318.77622	2105	2105	 	New Baltimore/St. Clair Flats/Algonac	SCR	Dickenson Island Area Wetland	RCD	 	"river/wetland boundaries not exact bays, shores always changing; includes Chenal A Bout Rond river to Doty Hwy; residential development exists"	856779.7014	4726396.075	1263.32	T	F	F	T	F	13	T	T	F	T	T	T	T	T	F	434	USA	1	985.7791138	155.5965424	4503.433594	981.805603
56	57	434	St. Clair	9/20/2017	2017	Dickenson Island Area Wetland	2	0	165	0	10	-82.66038775	42.63195671	72	V	Sand	4	50	50	1	30	percent_cover	0	40	0	0	0	0	0	0	0	0	0	17N	18	781.7824554	2830927.799	13706.68702	2215	2215	 	New Baltimore/St. Clair Flats/Algonac	SCR	Dickenson Island Area Wetland	RCD	 	"river/wetland boundaries not exact bays, shores always changing; includes Chenal A Bout Rond river to Doty Hwy; residential development exists"	856779.7014	4726396.075	283.09	T	F	F	T	F	13	T	T	F	T	T	T	T	T	F	434	USA	1	1009.596191	153.5939331	4587.34375	1129.372559
57	58	434	St. Clair	9/20/2017	2017	Dickenson Island Area Wetland	3	0	222	0	8	-82.65732006	42.63023573	87	V	Cly/Snd	13	34	66	5	50	percent_cover	0	60	0	0	0	0	0	0	0	0	0	17N	18	611.6815776	2830927.799	13706.68702	2215	2215	 	New Baltimore/St. Clair Flats/Algonac	SCR	Dickenson Island Area Wetland	RCD	 	"river/wetland boundaries not exact bays, shores always changing; includes Chenal A Bout Rond river to Doty Hwy; residential development exists"	856779.7014	4726396.075	283.09	T	F	F	T	F	13	T	T	F	T	T	T	T	T	F	434	USA	1	420.9787903	22.01489449	1733.617065	179.1770172
58	59	442	Huron	7/7/2011	2011	Purdy Bay Wetland	1	10	55	40	1	-82.618205	43.768385	0	Dry	Sand	3	15	45	0	40	percent_cover	0	0	0	1	0	0	0	0	0	0	0	17N	160	9982.753034	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	17977.54492	2729.455078	82584.73438	16384.3418
59	60	442	Huron	7/7/2011	2011	Purdy Bay Wetland	1	10	55	40	10	-82.617633	43.768441	3	NV	Sand	20	0	3	0	100	percent_cover	0	0	0	0	0	1	0	0	1	0	1	17N	160	9987.573315	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	20197.13672	2841.736328	92045.66406	16345.47656
60	61	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	1	-82.617548	43.766752	1	V	Sand	2	0	40	1	100	percent_cover	0	25	0	0	0	0	0	0	0	0	0	17N	160	10171.74687	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	26332.61328	3963.395996	124072.0391	24258.29102
61	62	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	2	-82.617453	43.766737	1	V	Sand	2	5	46	1	60	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	160	10175.16666	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	26332.61328	3963.395996	124072.0391	24258.29102
62	63	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	3	-82.617411	43.766748	1	V	Sand	1	40	26	1	15	percent_cover	0	4	0	0	0	0	0	0	0	0	0	17N	160	10174.77404	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	26332.61328	3963.395996	124072.0391	24258.29102
63	64	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	4	-82.617326	43.766727	0	Dry	Sand	1	2	36	1	80	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	160	10178.65941	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	26332.61328	3963.395996	124072.0391	24258.29102
64	65	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	5	-82.617215	43.766719	0	Dry	Sand	1	20	16.5	0	35	percent_cover	0	1	0	0	0	0	0	0	0	0	0	17N	160	10181.63968	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	26332.61328	3963.395996	124072.0391	24258.29102
65	66	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	6	-82.61699	43.766688	0	Dry	Sand	5	0	33	1	100	percent_cover	0	10	0	0	0	0	0	0	0	0	0	17N	160	10189.29941	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	28214.58984	4108.818848	133753.1406	24999.94531
66	67	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	7	-82.616954	43.766683	0	Dry	Sand	10	0	32	0	100	percent_cover	0	10	0	0	0	0	0	0	0	0	0	17N	160	10190.53185	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	28214.58984	4108.818848	133753.1406	24999.94531
67	68	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	8	-82.616917	43.766678	0	Dry	Sand	10	0	92	35	100	percent_cover	0	90	0	0	0	0	0	0	0	0	0	17N	160	10191.78426	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	28214.58984	4108.818848	133753.1406	24999.94531
68	69	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	9	-82.616852	43.76668	0	Dry	Sand	15	0	87	10	100	percent_cover	0	85	0	0	0	0	0	0	0	0	0	17N	160	10192.82163	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	28214.58984	4108.818848	133753.1406	24999.94531
69	70	442	Huron	7/7/2011	2011	Purdy Bay Wetland	2	40	23	30	10	-82.616786	43.766697	0	Dry	Sand	15	4	66	2	95	percent_cover	0	65	0	0	0	0	0	0	0	0	0	17N	160	10192.26119	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	27276.55273	4009.730225	128833.4922	24310.46094
70	71	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	2	-82.618207	43.757146	0	Dry	Pbl/Cbl	0	75	30.5	2	10	percent_cover	0	1	0	0	0	0	0	0	0	0	0	17N	160	11202.09264	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	42986.70703	7865.976074	177087.6719	23553.7207
71	72	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	3	-82.618078	43.757151	0	Dry	Pbl/Cbl	0	85	37	1	7	percent_cover	0	1	0	0	0	0	0	0	0	0	0	17N	160	11203.71824	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	42986.70703	7865.976074	177087.6719	23553.7207
72	73	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	6	-82.617728	43.75707	0	Dry	Sand	5	0	73	0	100	percent_cover	0	70	0	0	0	0	0	0	0	0	0	17N	160	11218.45743	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	44206.64453	8025.208496	182877.4375	24240.60938
73	74	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	7	-82.617574	43.757077	0	Dry	Sand	30	0	90	0	100	percent_cover	0	90	0	0	0	0	0	0	0	0	0	17N	160	11220.32642	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	44206.64453	8025.208496	182877.4375	24240.60938
74	75	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	8	-82.617481	43.757054	0	Dry	Sand	35	0	75	0	80	percent_cover	0	75	0	0	0	0	0	0	0	0	0	17N	160	11224.42072	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	44206.64453	8025.208496	182877.4375	24240.60938
75	76	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	9	-82.617411	43.75703	0	Dry	Sand	20	10	23	0	15	percent_cover	0	20	0	0	0	0	0	0	0	0	0	17N	160	11228.23195	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	45527.88672	8339.561523	189004.1406	25481.49805
76	77	442	Huron	7/7/2011	2011	Purdy Bay Wetland	3	57	47	40	10	-82.617332	43.757032	11	V	Sand	10	10	14	0	75	percent_cover	0	10	0	0	0	0	0	0	0	0	0	17N	160	11229.37539	177181.0544	5155.219386	3032	3032	 	Harbor Beach	LKH	Purdy Bay Wetland	LOS	 	residential development exists	852801.3004	4854537.523	17.72	T	F	F	T	F	24	F	F	F	F	F	T	F	F	F	442	USA	1	45527.88672	8339.561523	189004.1406	25481.49805
77	80	446	Huron	6/27/2014	2014	Hardwood Point Wetland	3	12	35	50	9	-82.699062	43.92562	25	V	Sand	20	5	95	2	20	percent_cover	0	0	2	0	0	0	0	0	0	0	0	17N	258	2229.691584	35853.68008	1434.811337	3166	3166	 	Port Hope	LKH	Hardwood Point Wetland	LOS	 	Herdendorf wetland numbers 28-31 could be mapped as one continuous LOS; residential development exists	846003.5842	4871111.367	3.59	T	F	F	T	F	29	F	F	F	T	F	T	F	F	F	446	USA	1	38401.23047	4144.184082	197626.1875	27081.94922
78	81	447	Huron	7/3/2013	2013	St. Margaret Mission Wetland	1	140	11	25	7	-82.668954	43.877282	0.5	V	BdRck	1	15	35	2	60	percent_cover	0	0	0	2	0	0	0	0	0	0	0	17N	22	2893.939638	233143.4229	4479.555589	3116	3116	 	Port Hope	LKH	St. Margaret Mission Wetland	LOS	 	Herdendorf wetland numbers 28-31 could be mapped as one continuous LOS; residential development exists	847457.5992	4867641.595	23.31	T	F	F	T	F	28	F	F	F	T	F	F	F	F	F	447	USA	1	43577.82813	3844.992676	231479.1406	27147.24609
79	82	447	Huron	7/9/2018	2018	St. Margaret Mission Wetland	3	0	42	68	9	-82.672733	43.877411	44	V	Sand	1	10	90	2	50	percent_cover	0	0	8	0	0	0	0	0	0	0	0	17N	22	3087.885547	233143.4229	4479.555589	3116	3116	 	Port Hope	LKH	St. Margaret Mission Wetland	LOS	 	Herdendorf wetland numbers 28-31 could be mapped as one continuous LOS; residential development exists	847457.5992	4867641.595	23.31	T	F	F	T	F	28	F	F	F	T	F	F	F	F	F	447	USA	1	41902.85156	3989.711426	219582.2656	27196.86523
80	86	460	Huron	6/21/2012	2012	Caseville Township Wetland	1	56	60	94	1	-83.33255343	43.89979315	0	Dry	Sand	0	5	12	3	95	percent_cover	0	2	0	0	0	0	0	0	0	0	0	17N	135	1516.684147	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	4440.169434	475.6930542	32380.30859	5413.369141
81	87	460	Huron	6/21/2012	2012	Caseville Township Wetland	1	56	60	94	2	-83.33259601	43.89973104	0	Dry	Sand	0	80	10	1	5	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	135	1510.384672	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	4010.662598	400.1473694	29439.97266	4614.92041
82	88	460	Huron	6/21/2012	2012	Caseville Township Wetland	1	56	60	94	3	-83.33270037	43.89967019	0	Dry	Cly/Slt	0	0	12	4	95	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	135	1505.027473	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	4010.662598	400.1473694	29439.97266	4614.92041
83	89	460	Huron	6/21/2012	2012	Caseville Township Wetland	1	56	60	94	4	-83.33280472	43.89956634	0	Dry	Cly/Slt	0	0	22	20	100	percent_cover	0	20	0	0	0	0	0	0	0	0	0	17N	135	1495.014895	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	4010.662598	400.1473694	29439.97266	4614.92041
84	90	460	Huron	6/21/2012	2012	Caseville Township Wetland	1	56	60	94	5	-83.3329079	43.89946274	0	Dry	Cly/Slt	0	0	26	5	100	percent_cover	0	25	0	0	0	0	0	0	0	0	0	17N	135	1485.082973	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	4272.077148	407.539093	31060.91797	4665.008301
85	91	460	Huron	6/21/2012	2012	Caseville Township Wetland	1	56	60	94	6	-83.33298284	43.89940867	0	Dry	Cly/Slt	0	92	8	1	7	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	135	1480.229327	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	4272.077148	407.539093	31060.91797	4665.008301
86	92	460	Huron	6/21/2012	2012	Caseville Township Wetland	2	25	219	36	4	-83.3378782	43.9016655	20	V	Cly/Slt	10	10	42	40	60	percent_cover	0	0	0	20	0	20	0	0	20	0	1	17N	135	1829.816394	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	5332.322266	603.7562866	36883.69141	6181.072754
87	93	460	Huron	6/21/2012	2012	Caseville Township Wetland	2	25	219	36	5	-83.33780117	43.90163558	20	V	Cly/Slt	15	10	34	35	40	percent_cover	0	0	0	15	0	15	0	0	15	0	1	17N	135	1824.490087	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	5332.322266	603.7562866	36883.69141	6181.072754
88	94	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	3	-83.33489265	43.9024337	10	V	Cly/Snd	5	0	30	35	100	percent_cover	0	0	0	15	0	0	0	0	0	0	0	17N	135	1840.85034	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	461.536499	33.18430328	1928.932617	89.99789429
89	95	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	4	-83.33492811	43.90243144	10	V	Cly/Snd	5	0	35	40	100	percent_cover	0	0	0	25	0	0	0	0	0	0	0	17N	135	1841.255638	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	683.6685181	61.94624329	3158.48291	339.7266846
90	96	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	5	-83.33495812	43.90240596	15	V	Cly/Snd	5	0	40	25	100	percent_cover	0	0	0	25	0	0	0	0	0	0	0	17N	135	1839.052089	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	683.6685181	61.94624329	3158.48291	339.7266846
91	97	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	6	-83.33498846	43.90232549	35	V	Cly/Snd	10	0	100	25	100	percent_cover	0	0	0	10	0	5	0	0	5	0	1	17N	135	1830.912843	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	683.6685181	61.94624329	3158.48291	339.7266846
92	98	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	7	-83.33491897	43.90226036	25	V	Cly/Snd	10	0	75	25	100	percent_cover	0	0	0	5	0	20	0	0	20	0	1	17N	135	1822.574126	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	683.6685181	61.94624329	3158.48291	339.7266846
93	99	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	8	-83.33491998	43.90221971	25	V	Cly/Snd	10	0	55	20	100	percent_cover	0	0	0	0	0	15	0	0	15	0	1	17N	135	1818.195471	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	683.6685181	61.94624329	3158.48291	339.7266846
94	100	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	9	-83.33493398	43.9021783	30	V	Cly/Snd	10	0	100	20	100	percent_cover	0	0	0	5	0	25	0	0	25	0	1	17N	135	1813.977775	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	683.6685181	61.94624329	3158.48291	339.7266846
95	101	460	Huron	6/21/2012	2012	Caseville Township Wetland	3	19	24	75	10	-83.33492383	43.90214997	30	V	Sand	10	0	100	20	100	percent_cover	0	0	0	0	0	30	0	0	30	0	1	17N	135	1810.724532	319621.3853	3464.908284	3130	3130	 	Caseville	LKH	Caseville Township Wetland	LPS	 	 	794533.1606	4867508.272	31.96	T	F	F	T	F	41	T	F	F	F	F	T	F	F	F	460	USA	1	1012.368225	96.30382538	5338.148926	750.4506836
96	102	461	Huron	6/25/2014	2014	Wildfowl Bay Wetland	1	315	170	100	6	-83.331454	43.884494	18	V	Sand	5	85	15	30	95	percent_cover	0	0	0	0.5	0	0	0	0	0	0	0	17N	135	246.7567771	1700425.873	10950.92284	3118	3118	 	"Caseville, Bay Port East"	LKH	Wildfowl Bay Wetland	LOE	 	wetland complex extends to Bay Port; residential development exists	793756.8768	4864151.547	170.04	T	F	F	T	F	46	T	F	F	T	T	T	T	T	F	461	USA	1	5688.836426	205.8960724	39384.05469	3564.410889
97	103	461	Huron	6/25/2014	2014	Wildfowl Bay Wetland	2	216	170	50	1	-83.335171	43.877232	0	Dry	Sand	2	85	15	3	95	percent_cover	0	0	0	2	0	0	0	0	0	0	0	17N	135	1101.377762	1700425.873	10950.92284	3118	3118	 	"Caseville, Bay Port East"	LKH	Wildfowl Bay Wetland	LOE	 	wetland complex extends to Bay Port; residential development exists	793756.8768	4864151.547	170.04	T	F	F	T	F	46	T	F	F	T	T	T	T	T	F	461	USA	1	5374.538086	121.3485565	36651.38281	2936.01709
98	104	461	Huron	6/25/2014	2014	Wildfowl Bay Wetland	3	112	185	25	1	-83.347042	43.865848	0	Dry	Sand	2	90	10	20	100	percent_cover	0	0	0	1	0	0	0	0	0	0	0	17N	116	2430.546821	1700425.873	10950.92284	3118	3118	 	"Caseville, Bay Port East"	LKH	Wildfowl Bay Wetland	LOE	 	wetland complex extends to Bay Port; residential development exists	793756.8768	4864151.547	170.04	T	F	F	T	F	46	T	F	F	T	T	T	T	T	F	461	USA	1	5154.166504	106.5069962	33278.96094	2156.054932
99	105	461	Huron	6/25/2014	2014	Wildfowl Bay Wetland	3	112	185	25	10	-83.350587	43.866547	35	V	Sand	2	65	35	3	90	percent_cover	0	0	6	0	0	0	0	0	0	0	0	17N	116	2233.944204	1700425.873	10950.92284	3118	3118	 	"Caseville, Bay Port East"	LKH	Wildfowl Bay Wetland	LOE	 	wetland complex extends to Bay Port; residential development exists	793756.8768	4864151.547	170.04	T	F	F	T	F	46	T	F	F	T	T	T	T	T	F	461	USA	1	5360.96582	94.78401947	34452.36719	2148.503418
100	108	466	Huron	7/9/2011	2011	North Island Wetland	1	149	27	34	1	-83.430288	43.882917	0	Dry	Sand	0	4	26	2	90	percent_cover	0	5	0	0	0	0	0	0	0	0	0	17N	86	5557.236569	698127.6902	4784.895563	3109	3109	 	Bay Port East	LKH	North Island Wetland	LPS	LOE	 	787049.92	4864604.719	69.81	T	F	F	T	F	47	F	F	F	F	F	F	F	F	F	466	USA	0	10262.66016	1517.932251	58336.125	10647.66602
101	109	466	Huron	7/9/2011	2011	North Island Wetland	1	149	27	34	3	-83.430901	43.883002	0	Dry	Pbl/Cbl	0	40	21	4	50	percent_cover	0	6	0	0	0	0	0	0	0	0	0	17N	86	5602.722236	698127.6902	4784.895563	3109	3109	 	Bay Port East	LKH	North Island Wetland	LPS	LOE	 	787049.92	4864604.719	69.81	T	F	F	T	F	47	F	F	F	F	F	F	F	F	F	466	USA	0	8695.015625	1380.266235	63233.96484	15005.24707
102	110	466	Huron	7/9/2011	2011	North Island Wetland	1	149	27	34	4	-83.43122	43.883038	0	Dry	Pbl/Cbl	0	80	9	2	15	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	86	5625.890973	698127.6902	4784.895563	3109	3109	 	Bay Port East	LKH	North Island Wetland	LPS	LOE	 	787049.92	4864604.719	69.81	T	F	F	T	F	47	F	F	F	F	F	F	F	F	F	466	USA	0	8695.015625	1380.266235	63233.96484	15005.24707
103	111	466	Huron	7/9/2011	2011	North Island Wetland	1	149	27	34	5	-83.431539	43.883062	0	Dry	Pbl/Cbl	0	5	33	2	90	percent_cover	0	3	0	0	0	0	0	0	0	0	0	17N	86	5648.309169	698127.6902	4784.895563	3109	3109	 	Bay Port East	LKH	North Island Wetland	LPS	LOE	 	787049.92	4864604.719	69.81	T	F	F	T	F	47	F	F	F	F	F	F	F	F	F	466	USA	0	8695.015625	1380.266235	63233.96484	15005.24707
104	112	466	Huron	7/9/2011	2011	North Island Wetland	1	149	27	34	6	-83.432014	43.883124	10	V	Sand	1	15	27	2	75	percent_cover	0	20	0	0	0	0	0	0	0	0	0	17N	86	5683.431771	698127.6902	4784.895563	3109	3109	 	Bay Port East	LKH	North Island Wetland	LPS	LOE	 	787049.92	4864604.719	69.81	T	F	F	T	F	47	F	F	F	F	F	F	F	F	F	466	USA	0	8695.015625	1380.266235	63233.96484	15005.24707
105	113	466	Huron	7/9/2011	2011	North Island Wetland	1	149	27	34	7	-83.432087	43.883128	18	V	Sand	1	80	11	2	15	percent_cover	0	10	0	0	0	0	0	0	0	0	0	17N	86	5688.478594	698127.6902	4784.895563	3109	3109	 	Bay Port East	LKH	North Island Wetland	LPS	LOE	 	787049.92	4864604.719	69.81	T	F	F	T	F	47	F	F	F	F	F	F	F	F	F	466	USA	0	8695.015625	1380.266235	63233.96484	15005.24707
