"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
"64",63,1275,3,"7/11/2018","CMU",2018,5,"Excellent",2,"NV","Cly/Slt",68,15,85,2,80,"percent_cover",0,0,0,5,0,0,0,5,"Betsie River Wetland","Benzie","M. Sand","G. Beels",1,0,185,14,13,29,"Transect 2: No true emergent zone, typha found sparsely around edges. Went farther than suggested to start zone, to include area that was flooded out. Transect 4: No emergent zone. Wet meadow drops off to 1 m + of water with potamogeton sp. and  a few sp",191,1601.79547036,0,0,0,0,561907.182517878,4940938.09757,0,0.05,0
"65",64,1275,3,"7/11/2018","CMU",2018,6,"Excellent",10,"NV","Sand",70,0,100,1,90,"percent_cover",0,0,0,2,0,0,0,2,"Betsie River Wetland","Benzie","M. Sand","G. Beels",1,0,185,14,13,29,"Transect 2: No true emergent zone, typha found sparsely around edges. Went farther than suggested to start zone, to include area that was flooded out. Transect 4: No emergent zone. Wet meadow drops off to 1 m + of water with potamogeton sp. and  a few sp",191,1602.57047887,0,0,0,0,561906.87580111,4940936.98373374,0,0.02,0
"66",65,1275,3,"7/11/2018","CMU",2018,7,"Excellent",30,"NV","Sand",45,39,61,55,75,"percent_cover",0,0,0,0,0,5,0,5,"Betsie River Wetland","Benzie","M. Sand","G. Beels",1,0,185,14,13,29,"Transect 2: No true emergent zone, typha found sparsely around edges. Went farther than suggested to start zone, to include area that was flooded out. Transect 4: No emergent zone. Wet meadow drops off to 1 m + of water with potamogeton sp. and  a few sp",191,1605.72770368,0,0,0,0,561905.570659675,4940932.41654985,0,0.05,0
"67",66,1275,3,"7/25/2019","CMU",2019,1,"Confirmed",0,"Dry","Cly/Slt",29,15,85,35,100,"percent_cover",0,0,0,0,9,0,0,9,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1598.68251375,0,0,0,0,561915.033201272,4940946.83771501,0,0.09,0
"68",67,1275,3,"7/25/2019","CMU",2019,2,"Confirmed",12,"V","Cly/Slt",18,11,89,19,100,"percent_cover",0,0,0,0,18,0,0,18,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1599.52095752,0,0,0,0,561914.332996054,4940945.38684291,0,0.18,0
"69",68,1275,3,"7/25/2019","CMU",2019,3,"Confirmed",17,"V","Cly/Slt",23,13,87,33,100,"percent_cover",0,0,0,0,21,2,0,23,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1600.47306331,0,0,0,0,561913.318635835,4940943.59969458,0,0.23,0
"70",69,1275,3,"7/25/2019","CMU",2019,4,"Confirmed",28,"V","Cly/Slt",17,4,96,11,100,"percent_cover",0,0,0,0,25,0,0,25,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1603.25329369,0,0,0,0,561911.694031736,4940939.25163327,0,0.25,0
"71",70,1275,3,"7/25/2019","CMU",2019,5,"Confirmed",40,"V","Cly/Slt",31,0,100,3,100,"percent_cover",0,0,0,0,20,0,0,20,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1603.20549451,0,0,0,0,561910.195153243,4940938.34857164,0,0.2,0
"72",71,1281,1,"7/21/2012","OSU",2012,1,"Excellent",0,"Dry","Cly/Slt",0,0,80,1,100,"percent_cover",0,35,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1521.391853,0,0,0,0,556312.679450291,4901621.1423232,0,0,0
"73",72,1281,1,"7/21/2012","OSU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,0,80,1,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1510.96915573,0,0,0,0,556316.451223277,4901609.51119504,0,0,0
"74",73,1281,1,"7/21/2012","OSU",2012,3,"Excellent",0,"Dry","Cly/Slt",0,0,75,1,100,"percent_cover",0,70,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1504.08877639,0,0,0,0,556320.91175252,4901601.3295139,0,0,0
"75",74,1281,1,"7/21/2012","OSU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,0,65,0,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1494.77910483,0,0,0,0,556328.833986142,4901589.73407372,0,0,0
"76",75,1281,1,"7/21/2012","OSU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,0,75,0,100,"percent_cover",0,75,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1479.92240756,0,0,0,0,556333.766209163,4901573.11426883,0,0,0
"77",76,1281,2,"7/21/2012","OSU",2012,1,"Excellent",0,"Dry","Cly/Slt",0,0,55,2,100,"percent_cover",0,15,0,2,0,0,0,2,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,860.911259313,0,0,0,0,555298.314285073,4900920.57810818,0,0.02,0
"78",77,1281,2,"7/21/2012","OSU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,2,60,4,95,"percent_cover",0,15,0,7,0,0,0,7,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,805.133499587,0,0,0,0,555242.930168909,4900909.0028747,0,0.07,0
"79",78,1281,2,"7/21/2012","OSU",2012,3,"Excellent",0,"Dry","Sand",0,3,55,5,80,"percent_cover",0,15,0,1,0,0,0,1,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,765.364255876,0,0,0,0,555206.502607403,4900893.03346778,0,0.01,0
"80",79,1281,2,"7/21/2012","OSU",2012,4,"Excellent",0,"Dry","Sand",0,2,50,1,95,"percent_cover",0,5,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,725.223252702,0,0,0,0,555167.800507778,4900881.71051768,0,0,0
"81",80,1281,2,"7/21/2012","OSU",2012,5,"Excellent",0,"Dry","Sand",0,0,50,10,100,"percent_cover",0,15,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,696.266812516,0,0,0,0,555141.071048048,4900870.59961325,0,0,0
"82",81,1281,2,"7/26/2017","CMU",2017,7,"Excellent",75,"NV","Cly/Slt",58,59,41,20,95,"percent_cover",0,1,0,0,0,0,0,0,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,849.504578256,0,0,0,0,555281.77962702,4900931.21345419,0,0,0
"83",82,1281,2,"7/26/2017","CMU",2017,8,"Excellent",75,"NV","Cly/Slt",40,75,25,10,90,"percent_cover",0,10,0,10,0,0,0,10,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,824.325978363,0,0,0,0,555253.744554018,4900932.97646233,0,0.1,0
"84",83,1281,2,"7/26/2017","CMU",2017,9,"Excellent",75,"NV","Cly/Slt",50,85,15,1,75,"percent_cover",0,10,0,5,0,0,0,5,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,793.744789027,0,0,0,0,555222.654399097,4900927.82682323,0,0.05,0
"85",84,1281,2,"7/26/2017","CMU",2017,13,"Excellent",88,"NV","Sand",25,15,85,0,40,"percent_cover",0,0,0,1,0,0,0,1,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,738.741997717,0,0,0,0,555167.833666489,4900915.7015684,0,0.01,0
"86",85,1281,3,"7/21/2012","OSU",2012,3,"Excellent",0,"Dry","Cly/Slt",0,0,80,7,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,376.599356386,0,0,0,0,556002.598220585,4900516.00320526,0,0,0
"87",86,1281,3,"7/21/2012","OSU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,0,80,3,100,"percent_cover",0,3,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,373.84938054,0,0,0,0,555995.110417185,4900514.05084647,0,0,0
"88",87,1281,3,"7/21/2012","OSU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,0,100,2,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,366.830479534,0,0,0,0,555985.263790385,4900507.8572631,0,0,0
"89",88,1281,3,"7/21/2012","OSU",2012,6,"Excellent",0,"Dry","Sand",5,15,45,2,75,"percent_cover",0,10,0,15,0,0,0,15,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,359.668335438,0,0,0,0,555972.30570029,4900501.41495872,0,0.15,0
"90",89,1281,3,"7/21/2012","OSU",2012,7,"Excellent",0,"Dry","Sand",5,5,40,7,90,"percent_cover",0,0,0,20,0,0,0,20,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,354.960729138,0,0,0,0,555968.672443633,4900496.82960438,0,0.2,0
"91",90,1281,3,"7/21/2012","OSU",2012,8,"Excellent",0,"Dry","Sand",6,0,40,1,100,"percent_cover",0,0,0,15,0,0,0,15,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,353.406623828,0,0,0,0,555965.331941705,4900495.35702333,0,0.15,0
"92",91,1281,3,"7/21/2012","OSU",2012,9,"Excellent",0,"Dry","Sand",15,5,25,1,90,"percent_cover",0,0,0,15,0,0,0,15,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,351.159247997,0,0,0,0,555964.392958887,4900493.1273828,0,0.15,0
"93",92,1281,3,"7/21/2012","OSU",2012,10,"Excellent",10,"V","Sand",2,0,60,1,100,"percent_cover",0,0,0,40,0,0,0,40,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,347.107910365,0,0,0,0,555962.112050348,4900489.10898599,0,0.4,0
"94",93,1281,3,"7/26/2017","CMU",2017,5,"Excellent",10,"NV","Sand",65,35,65,10,85,"percent_cover",0,0,0,5,0,0,0,5,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,207.410644106,0,0,0,0,556144.327212776,4900233.84781741,0,0.05,0
"95",94,1281,3,"7/26/2017","CMU",2017,6,"Excellent",35,"NV","Sand",50,10,90,10,100,"percent_cover",0,0,0,0,70,0,0,70,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,185.912187632,0,0,0,0,556114.307269922,4900243.25479378,0,0.7,0
"96",95,1281,3,"7/26/2017","CMU",2017,7,"Excellent",45,"NV","Sand",15,5,95,20,90,"percent_cover",0,0,0,95,0,0,0,95,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,132.116285007,0,0,0,0,556058.629789753,4900228.11564867,0,0.95,0
"97",96,1281,3,"7/26/2017","CMU",2017,8,"Excellent",50,"NV","Sand",45,0,100,15,90,"percent_cover",0,0,5,35,35,0,0,70,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,84.7139130308,0,0,0,0,556001.417205262,4900215.0744055,0,0.7,0
"98",97,1281,3,"7/26/2017","CMU",2017,9,"Excellent",55,"NV","Sand",35,40,60,10,90,"percent_cover",0,0,0,30,5,0,0,35,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,68.4989272826,0,0,0,0,555944.223559194,4900209.14301521,0,0.35,0
"99",98,1282,2,"7/10/2018","CMU",2018,4,"Excellent",15,"NV","Cly/Slt",85,10,90,5,100,"percent_cover",0,0,0,0,0,2,0,2,"Little Manistee River Wetland","Manistee","M. Sand","G. Beels",1,0,215,217,0,6,"Transect 1: No emergent zone. Wet meadow all way to the river and a steep drop off at the SAV zone. Transect 2: Narrow sample procedure used in submergent. Transect 3: No emergent zone, wet meadow all the way to the river. Sparganium and sagittaria prese",313,841.574077032,0,0,0,0,558019.676221679,4895211.31299581,0,0.02,0
"100",99,1282,2,"7/8/2013","OSU",2013,1,"Excellent",0,"Dry","Sand",100,1,95,3,97,"percent_cover",0,0,0,5,0,0,0,5,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,34,71,0,3,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,701.022210583,0,0,0,0,557946.547123785,4895331.30080725,0,0.05,0
"101",100,1282,2,"7/8/2013","OSU",2013,3,"Excellent",0,"Dry","Sand",95,2,95,0,99,"percent_cover",0,0,0,1,0,0,0,1,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,34,71,0,3,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,722.793815468,0,0,0,0,557939.055383399,4895302.02043291,0,0.01,0
"102",101,1282,3,"7/8/2013","OSU",2013,1,"Good",0,"Dry","Sand",30,0,98,20,99,"percent_cover",0,60,0,0,0,0,0,0,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,210,240,0,50,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,1106.61634089,0,0,0,0,558359.57232967,4895139.34623513,0,0,0
"103",102,1282,3,"7/8/2013","OSU",2013,2,"Good",0,"Dry","Cly/Slt",28,0,90,15,98,"percent_cover",0,35,0,8,0,0,0,8,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,210,240,0,50,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,1117.49319209,0,0,0,0,558348.45234445,4895113.92095123,0,0.08,0
"104",103,1301,1,"7/14/2021","CMU",2021,6,"Confirmed",35,"V","Cly/Slt",70,70,30,10,100,"percent_cover",5,0,0,0,25,0,0,25,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2512.68688872,0,0,0,0,548101.971324621,4845704.39533374,0.05,0.25,1
"105",104,1301,1,"7/14/2021","CMU",2021,7,"Confirmed",50,"V","Cly/Slt",53,0,100,1,100,"percent_cover",95,0,0,0,10,0,0,10,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2525.74883335,0,0,0,0,548097.137412368,4845671.48397335,0.95,0.1,1
"106",105,1301,1,"7/14/2021","CMU",2021,8,"Confirmed",60,"V","Cly/Slt",40,0,100,0,100,"percent_cover",93,0,0,0,17,0,0,17,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2535.42510818,0,0,0,0,548089.467742498,4845641.10675751,0.93,0.17,1
"107",106,1301,1,"7/14/2021","CMU",2021,9,"Confirmed",48,"V","Cly/Slt",68,78,22,1,100,"percent_cover",10,0,0,0,5,0,0,5,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2545.64045434,0,0,0,0,548081.88009571,4845610.50800609,0.1,0.05,1
